,위      치,아파트명,동수,층수,세대수,인구수,건축 연도,lat,lng,연식,score
1097,달구벌대로637길21,시지누리타운,4,15,600,1986,1995,35.8426878,128.7065691,25,30
1098,달구벌대로637길22-1,승현 하이츠,1,9,16,52,2003,35.842381,128.70755490000002,17,20
1099,달구벌대로637길22-3,매호리첸시아,1,10,19,77,2004,35.8422343,128.7078204,16,20
1100,달구벌대로641길8,매호2차동서타운,3,20,282,1005,1999,35.8410541,128.70864890000001,21,30
1101,달구벌대로641길31,매호동 화성파크드림,1,20,143,385,2006,35.843112700000006,128.70802959999997,14,20
1102,달구벌대로645길13,하나로 아파트,1,12,35,98,2005,35.84046379999999,128.7094064,15,20
1103,달구벌대로645길22,시지우방하 이 츠,2,20,234,530,1999,35.8413566,128.7111423,21,30
1104,달구벌대로647길16,시지태왕 2차,3,18,248,496,2001,35.8397601,128.7114955,19,20
1105,달구벌대로647길16,시지태왕 1차,4,20,343,1088,2000,35.8397601,128.7114955,20,30
1106,달구벌대로649길22,경일 라임빌,1,10,18,61,2003,35.8401705,128.71296370000002,17,20
1107,달구벌대로650길29,신매신화빌 라 트,4,20,291,1130,1996,35.8358479,128.71036370000002,24,30
1108,달구벌대로651길23,시지 3차신매보성,1,20,251,774,1997,35.839338399999995,128.7139104,23,30
1109,달구벌대로651길33,신매우방타운,1,20,221,701,1997,35.840786200000004,128.71370530000002,23,30
1110,달구벌대로661길7,시지푸르지오,5,23,362,1027,2006,35.837375099999996,128.7187908,14,20
1111,달구벌대로669길20,사월동화아이위시,5,18,352,1017,2013,35.838592999999996,128.7223129,7,10
1112,달구벌대로669길50,한신휴플러스,6,18,510,5414,2013,35.837672,128.7227827,7,10
1113,달구벌대로669길70,시지6차태왕하이츠,7,15,527,1876,2004,35.8387169,128.7221303,16,20
1114,달구벌대로669길80,시지대성유니드,5,18,413,662,2007,35.8393899,128.7220257,13,20
1115,동대구로59,대우트럼프월드 수성,6,42,967,2290,2007,35.8365862,128.62291729999998,13,20
1116,동대구로95,범어SK리더스뷰,7,57,788,2156,2010,35.83871,128.6230423,10,20
1117,동대구로149,코아시스105,1,23,105,319,2004,35.8436924,128.6239271,16,20
1118, 칠곡중앙대로 454,제일연합주택,6,4,96,358,1992,35.937326399999996,128.549729,28,30
1119, 칠곡중앙대로 512-1,동 림,1,5,50,200,1980,35.941128000000006,128.5509391,40,40
1120, 칠곡중앙대로 598,칠곡 대림e-편한세상,9,19,608,838,2009,35.9488216,128.5536716,11,20
1121, 칠곡중앙대로 605-16,"형우개나리 (106,107동)",2,4,12,20,1996,35.9499414,128.5508562,24,30
1122, 칠곡중앙대로46길 15,태전동  남영,2,13,135,540,1998,35.9177719,128.54926129999998,22,30
1123, 칠곡중앙대로46길 25,현대 전원맨션,2,15,288,1125,1990,35.9188944,128.5492004,30,0
1124, 칠곡중앙대로51길6,협화맨션,5,15,416,1598,1992,35.918287400000004,128.5455153,28,30
1125, 칠곡중앙대로51길50,강북이 진캐스빌,6,24,475,1812,2015,35.917896999999996,128.5452777,5,10
1126, 칠곡중앙대로52길 20,삼성,7,21,735,2821,1994,35.9201938,128.5490454,26,30
1127, 칠곡중앙대로52길 46,태전 미진타운 ,3,15,297,1099,1993,35.922588700000006,128.5496149,27,30
1128, 칠곡중앙대로53길20,태전 하이빌 ,1,8,16,41,2003,35.9189044,128.54441809999997,17,20
1129, 칠곡중앙대로53길 29,태전2차우방타운 ,2,14,96,400,1993,35.9182766,128.5439307,27,30
1130, 칠곡중앙대로53길 32,한일,7,20,680,2720,1998,35.9189168,128.5428814,22,30
1131, 칠곡중앙대로53길 35,태전동신원 (B동),1,5,19,45,1990,35.9182078,128.54300279999998,30,0
1132, 칠곡중앙대로53길 35-1,태전동신원 (A동),1,5,19,52,1990,35.917984999999994,128.5430501,30,0
1133, 칠곡중앙대로54길 59,이지예아파트101동,1,9,18,24,2003,35.925009700000004,128.5488227,17,20
1134, 칠곡중앙대로54길 61,이지예아파트102동,1,9,18,26,2003,35.9250667,128.54856709999999,17,20
1135, 칠곡중앙대로91길 5,서한그린,2,4,36,43,1995,35.93588,128.5479136,25,30
1136, 칠곡중앙대로91길 58,한라타운,10,4,314,1000,1992,35.9377795,128.542465,28,30
1137, 칠곡중앙대로95길 11,동화훼밀리타운 ,8,12,451,1301,2003,35.9379065,128.5480418,17,20
1138, 칠곡중앙대로95길 12,칠곡동화타운,8,12,768,2995,2000,35.939658,128.5483808,20,30
1139,동원로135,메트로팔레스1단지,8,20,804,2331,2003,35.8700747,128.6347799,17,20
1140,동원로28길42,한흥 아트빌,1,10,19,74,2004,35.8721218,128.6381572,16,20
1141,들안로300,수성코오롱하늘채,6,33,439,1576,2009,35.856171200000006,128.618158,11,20
1142,들안로325,롬바드 아파트,1,15,108,432,2011,35.8590018,128.61683689999998,9,10
1143,들안로360,수성태영데시앙,6,27,718,1101,2008,35.8623227,128.619035,12,20
1144,들안로60길7,수성화성파크드림2단지,4,23,314,1102,2009,35.85801379999999,128.6184491,11,20
1145,들안로60길17,수성화성파크드림 1단지,4,22,301,1082,2009,35.857904600000005,128.6196894,11,20
1146,들안로60길27,수성 센스빌,1,7,18,63,2002,35.8571154,128.62067520000002,18,20
1147,들안로67길8,한도노블리스103,1,9,16,48,2003,35.860443700000005,128.6172278,17,20
1148,들안로67길10,한도노블리스101,1,11,19,66,2003,35.8606243,128.6169868,17,20
1149,들안로77길30,수성태왕아너스 ,2,20,179,245,2007,35.8652792,128.617417,13,20
1150,들안로78길45,이편한세상 범어,10,29,842,2984,2015,35.8658902,128.6204081,5,10
1151,만촌로5,수성 엘리트,1,8,21,71,2003,35.859961,128.6457814,17,20
1152,명덕로368,한가람 타운,1,18,272,770,1995,35.854439500000005,128.61026940000002,25,30
1153,명덕로477,범어쌍용예가,4,28,400,1382,2009,35.854733700000004,128.6219764,11,20
1154,명덕로73길40,동양 엘레브,2,25,209,664,2006,35.8566157,128.6112571,14,20
1155,무열로47,만촌태왕리더스,7,15,433,1536,2004,35.86302680000001,128.648054,16,20
1156,무학로189,녹원맨션,9,14,542,2029,1989,35.8313644,128.6300885,31,40
1157,범안로40,청아타운,8,15,680,2711,1992,35.816846000000005,128.64166740000002,28,30
1158,범안로79,용 지,15,15,2646,7993,1992,35.82002670000001,128.64587609999998,28,30
1159,범안로8길35,삼주타운,3,15,430,1619,1993,35.81563010000001,128.6418313,27,30
1160,범어로27,경남타운,5,12,312,1131,1982,35.8517652,128.6358396,38,40
1161,범어로45,가든 1차하 이 츠,4,10,220,858,1985,35.8532819,128.63538229999997,35,40
1162,범어로46,명문빌라,6,3,75,302,1988,35.85342429999999,128.6362182,32,40
1163,범어로75,범어에스케이뷰,6,21,444,1528,2009,35.856226899999996,128.634788,11,20
1164,범어천로23-14,다인주택사랑마을,1,8,16,46,2003,35.849293100000004,128.622369,17,20
1165,범어천로23-18,다인주택사랑마을102,1,10,19,76,2004,35.8493124,128.6221201,16,20
1166,범어천로27-10,다인주택사랑마을103,1,9,17,70,2004,35.849626799999996,128.6225,16,20
1167,범어천로107,범어 STX KAN,4,30,299,752,2010,35.856850200000004,128.6221103,10,20
1168,범어천로126,코오롱하늘채수,2,32,215,216,2005,35.8579215,128.6230542,15,20
1169,범어천로180,범어화성파크드림,2,19,179,438,2006,35.86287859999999,128.62220829999998,14,20
1170,범어천로190,범어월드메르디앙이스턴 카운티,3,15,260,298,2008,35.863927000000004,128.6218257,12,20
1171,범어천로197,범어삼환나우빌,2,25,240,676,2007,35.8625763,128.62105659999997,13,20
1172,범어천로200,범어월드메르디앙웨스톤 카운티,7,25,600,742,2008,35.8643893,128.6204507,12,20
1173,상록로41,범어태왕아너스,4,26,299,1012,2006,35.8634553,128.623278,14,20
1174,상록로69,래미안 수성,5,23,467,273,2008,35.86546129999999,128.62247209999998,12,20
1175,상록로11길35,에덴맨션,2,4,48,179,1979,35.864246,128.6228801,41,40
1176,상록수로11길5,빌라맨션,1,10,100,357,1979,35.85064379999999,128.65235829999997,41,40
1177,상화로7,새 중 동,4,5,140,458,1981,35.8348468,128.60810379999998,39,40
1178,상화로5길57,청구하이츠빌,1,8,19,74,1998,35.8371657,128.6092007,22,30
1179,수성로71,수성동일하이빌레이크시티,21,15,1411,4938,2009,35.83129520000001,128.609427,11,20
1180,수성로135,상동정화우방팔레스,5,21,488,1590,2003,35.8380516,128.6108302,17,20
1181,수성로155,코리아 아파트,1,10,18,63,2003,35.8393937,128.611881,17,20
1182,수성로165,광명맨션,2,13,233,682,1980,35.8403669,128.6117578,40,40
1183,수성로291,뉴골든 맨션,1,5,40,149,1980,35.85163789999999,128.61299250000002,40,40
1184,수성로393,수성 하이츠,4,22,260,978,2000,35.8608134,128.6135071,20,30
1185,수성로400,수성우방팔레스,1,20,188,575,2002,35.8610034,128.6149446,18,20
1186,수성로411,화성쌍용타운,5,17,677,1889,1996,35.8625815,128.6135628,24,30
1187,수성로412,수 성보성타운,9,20,1032,2939,1996,35.86238549999999,128.6152222,24,30
1188,수성로19길41,상동청구타운,2,11,150,541,1994,35.8336484,128.6091063,26,30
1189,수성로35길23,아크로파트B동,1,7,12,37,2003,35.8414705,128.6109593,17,20
1190,수성로35길25,아크로파트A동,1,7,12,35,2003,35.8414763,128.6107081,17,20
1191,수성로37길62,동 아,1,5,30,88,1980,35.8429372,128.60896359999998,40,40
1192,수성로39안길13,아원천가지꿈,1,13,49,156,2004,35.844156,128.6112345,16,20
1193,수성로69길5,삼성맨션,1,5,33,142,1979,35.855095,128.6132405,41,40
1194,수성로69길14,대백 인터빌,1,16,235,799,2003,35.8560838,128.613051,17,20
1195,수성로69길15,서한 e-다음,1,23,119,330,2005,35.8554115,128.6126761,15,20
1196,수성로69길70,수성롯데캐슬 더 퍼스트,15,22,979,3251,2015,35.8572201,128.6103184,5,10
1197,수성로75길16,유성 푸르나임,5,26,235,636,2007,35.8577602,128.6132422,13,20
1198,시지로21,노변 청구타운,4,15,465,1598,1996,35.871435399999996,128.60144499999998,24,30
1199,시지로45,청구 전원타운,6,12,678,2622,1990,35.871435399999996,128.60144499999998,30,0
1200,시지로55,고산 노변타운,7,15,885,2979,1996,35.871435399999996,128.60144499999998,24,30
1201,시지로3길48,모닝 하이츠,1,10,17,65,2004,35.871435399999996,128.60144499999998,16,20
1202,신매로21,시지보성서한타운,6,17,664,3670,1995,35.8317749,128.7059145,25,30
1203,신매로41,시지 동서타운,3,16,360,1470,1995,35.833384,128.7069415,25,30
1204,신매로51,시지 천마타운,12,15,1095,4420,1994,35.8349063,128.7068034,26,30
1205,신매로91,삼주한라협화타운,6,15,954,3650,1994,35.8378946,128.7079545,26,30
1206,신천동로90,리버아크로파크,1,15,49,158,2004,35.8332273,128.6075424,16,20
1207,신천동로150,청구중동,4,5,140,462,1981,35.8383958,128.6081762,39,40
1208,신천동로216,서울중동,5,5,180,573,1981,35.8442955,128.6086076,39,40
1209,신천동로264,새한빌라,2,3,36,118,1984,35.8484549,128.6084656,36,40
1210,신천동로278,삼 익,1,12,100,335,1978,35.8496807,128.60881809999998,42,40
1211,신천동로280,수성현대,1,5,18,115,1983,35.8495119,128.6094124,37,40
1212,신천동로288,삼 환,1,12,150,598,1979,35.8501961,128.6090368,41,40
1213,신천동로290,새 한,1,5,56,172,1983,35.8507187,128.6090663,37,40
1214,신천동로306,수성,1,4,36,132,1982,35.852019399999996,128.6092279,38,40
1215,신천동로320,신세계 타운,11,15,930,3146,1989,35.8531655,128.6107114,31,40
1216,신천동로380,우방오성타운,6,25,496,1596,1993,35.85884710000001,128.6091683,27,30
1217,신천동로470,대림e-편한세상,8,30,664,1935,2005,35.8647711,128.6147379,15,20
1218,신천동로88길26,수성 스위트빌,1,6,15,52,2002,35.862351700000005,128.6126741,18,20
1219,영덕로455,수성3가롯데 캐슬,8,26,802,620,2008,35.8552805,128.61977520000002,12,20
1220,용학로22,삼풍,6,3,72,215,1973,35.8253062,128.6123771,47,40
1221,용학로137,두산 아름빌 ,1,10,18,35,2002,35.8239056,128.6244605,18,20
1222,용학로189,지산1단지,12,5,700,2362,1989,35.822963,128.62994790000002,31,40
1223,용학로223,에덴맨션,4,15,420,1674,1991,35.821627,128.63360600000001,29,30
1224,용학로272,한라창신태성맨션,6,17,804,3203,1992,35.8200687,128.6385216,28,30
1225,용학로303,지산3단지,3,15,630,1858,1991,35.822751700000005,128.6409446,29,30
1226,용학로313,지산4단지,3,15,488,1640,1991,35.8238602,128.6416474,29,30
1227,용학로316,영남맨션,5,15,442,1668,1992,35.822349200000005,128.6425538,28,30
1228,용학로325,지산5단지,5,15,1076,3342,1991,35.8246661,128.64228590000002,29,30
1229,용학로336,범물1단지,6,15,1000,3146,1992,35.824104299999995,128.64403000000001,28,30
1230,용학로34길14,현대택시사원,1,5,40,135,1986,35.8215926,128.626762,34,40
1231,용학로35길62,화 성,6,14,436,1672,1991,35.824681299999995,128.630236,29,30
1232,용학로36길17,낙원 아파트,3,5,145,428,1987,35.820780400000004,128.6286768,33,40
1233,용학로36길20,대우로얄하 이 츠,3,11,128,448,1999,35.82111079999999,128.62771,21,30
1234,용학로40길27,지산아이위시네이처,1,17,33,74,2018,35.8196044,128.630187,2,10
1235,용학로42길13,목 련,12,5,770,2291,1986,35.8197757,128.6320564,34,40
1236,용학로42길46,한라자연,5,5,145,428,1989,35.82006930000001,128.63056029999998,31,40
1237,욱수천로7,시지5차태왕하이츠,3,23,416,1501,2004,35.829528499999995,128.70918400000002,16,20
1238,욱수천로27,시지4차태왕하이츠,5,23,402,1435,2004,35.8310409,128.7098039,16,20
1239,욱수천로55,보국 웰리치,4,15,366,147,2008,35.833372999999995,128.7103483,12,20
1240,욱수천로77,시지태왕 3차,3,20,236,472,2001,35.8352208,128.71123799999998,19,20
1241,욱수천로87,반도 유보라,4,17,262,786,2012,35.8332828,128.7115861,8,10
1242,욱수천로133,사월보성타운,8,20,1498,4997,1996,35.840293100000004,128.71554170000002,24,30
1243,지범로290,범물우방미진,9,20,661,2091,2000,35.814502600000004,128.6478775,20,30
1244,지범로300,두성타운,1,14,126,440,1996,35.814744299999994,128.6491918,24,30
1245,지범로17길85,지산화성파크드림,2,21,142,392,2006,35.827883299999996,128.6280655,14,20
1246,지범로21길3,보성맨션,5,15,526,1984,1991,35.824389700000005,128.6359598,29,30
1247,지범로21길15,청산맨션,5,15,468,1738,1991,35.825764299999996,128.6361158,29,30
1248,지범로21길16,청구호반맨션,4,14,280,1073,1990,35.8247805,128.6370564,30,0
1249,지범로22길9,한라타운,4,15,555,2111,1991,35.8224174,128.6366767,29,30
1250,지범로22길20,현 대,4,13,387,1490,1991,35.821599299999995,128.6347523,29,30
1251,지범로22길23,협화맨션,5,15,552,2138,1991,35.8212287,128.6359734,29,30
1252,지범로27길25,사랑누리아파트,1,10,16,70,2004,35.825345299999995,128.6383115,16,20
1253,지범로39길12,청구타운,6,15,594,2308,1992,35.8199592,128.64335020000001,28,30
1254,지범로39길56,보성타운,3,15,285,1093,1992,35.8217435,128.6439035,28,30
1255,지범로40길6,신화에덴맨션,2,15,260,1042,1992,35.8192605,128.6403367,28,30
1256,지범로40길11,서한화성타운,6,17,612,2353,1992,35.8185939,128.6416117,28,30
1257,지범로46길43,송정타운,5,20,498,1776,1995,35.813762,128.6427912,25,30
1258,지범로52길69,범물동 인앤인,2,7,80,50,2007,35.813809600000006,128.6441604,13,20
1259,지범로54길15,범물청림타운,4,20,350,988,1999,35.8143341,128.6461974,21,30
1260,지산로5,지산2단지,4,15,694,2339,1991,35.8225217,128.63160009999999,29,30
1261,지산로31,영남맨션,6,15,446,1758,1991,35.82413349999999,128.6320743,29,30
1262,지산로32,우방맨션,5,15,460,1739,1991,35.823591799999996,128.63343899999998,29,30
1263,지산로48,청구맨션,4,17,455,1656,1991,35.8248727,128.63444750000002,29,30
1264,지산로56,동서맨션,5,15,465,1674,1991,35.8265576,128.6345605,29,30
1265,지산로11길20,위너스 타운,1,6,12,45,2001,35.826502500000004,128.6316626,19,20
1266,지산로13길16,지산 파크뷰,1,8,14,48,2003,35.8273228,128.6319867,17,20
1267,지산로14길83,동서무학맨션,1,25,281,965,1994,35.826500700000004,128.638157,26,30
1268,지산로14길123,HIGHVILL,1,8,17,20,2008,35.8259856,128.64043610000002,12,20
1269,천을로33,시지미래하이츠,1,9,17,67,2003,35.845031,128.6942324,17,20
1270,천을로35,시지 아파트,1,10,19,76,2004,35.845056400000004,128.69452379999998,16,20
1271,천을로49,제림은탑맨션,2,24,346,1269,1994,35.8451648,128.6958852,26,30
1272,천을로91,시지태왕아너스,4,25,407,291,2007,35.8451364,128.7012351,13,20
1273,천을로131,시지두레타운,4,15,780,2120,1995,35.84449910000001,128.7052523,25,30
1274,천을로180,매호동서타운,5,18,687,2337,1995,35.842209000000004,128.7099743,25,30
1275,천을로181,매호협화타운,3,15,404,1426,1996,35.84299439999999,128.710672,24,30
1276,천을로201,매호미래하이츠,1,11,19,66,2002,35.842149799999994,128.712357,18,20
1277,천을로203,매호미래하이츠,1,8,13,45,2002,35.8420311,128.71260729999997,18,20
1278,천을로23길21,신매역우방유쉘,1,26,121,140,2007,35.8459251,128.70429740000003,13,20
1279,천을로23길26,매호청구,1,20,128,337,2000,35.8456321,128.70569740000002,20,30
1280,천을로23길31,매호동 백년가약,6,24,419,883,2006,35.8467597,128.7058358,14,20
1281,동대구로204,수성 아파트,2,4,44,140,1978,35.848572,128.62551509999997,42,40
1282,동대구로210,한화오벨리스크,1,26,76,233,2006,35.8490442,128.6255166,14,20
1283,동대구로230,우방 1차,4,5,276,984,1983,35.8510011,128.6260114,37,40
1284,동대구로240,범어청구푸른마을,5,20,378,615,2000,35.851910600000004,128.6266917,20,30
1285,동대구로250,태왕유성하이빌,2,20,277,859,2003,35.8528655,128.6260903,17,20
1286,동대구로274,궁전맨션,5,15,538,1807,1988,35.85471,128.6263583,32,40
1287,동대구로300,범어롯데캐슬,4,30,219,762,2009,35.8567132,128.6266254,11,20
1288,동대구로336,마크팰리스 범어,1,36,160,667,2017,35.8497073,128.62564479999998,3,10
1289,동대구로337,화성파크리젠시,1,30,153,408,2007,35.8606578,128.62584040000002,13,20
1290,동대구로354,브라운스톤 범어,1,36,180,826,2017,35.8497073,128.62564479999998,3,10
1291,동대구로376,범어숲화성파크드림,4,35,404,1264,2013,35.8497073,128.62564479999998,7,10
1292,동대구로38길80,아진맨션,5,5,172,624,1981,35.85001159999999,128.6278845,39,40
1293,동대구로48길33,우방 2차,7,5,350,1279,1984,35.8507752,128.6278573,36,40
1294,동대구로50길67,범어유림노르웨이숲 2차,1,19,72,183,2007,35.85147979999999,128.62979479999998,13,20
1295,동대구로50길94,화성그린빌,1,10,19,68,1998,35.850061600000004,128.6286732,22,30
1296,동대구로52길14,범어유림노르웨이숲,9,24,576,1196,2006,35.8533804,128.6267486,14,20
1297,동대구로52길55,범어동일하이빌,2,20,228,670,2007,35.853905600000004,128.6281843,13,20
1298,동대구로55길11,범어 라온프라이빗,3,20,175,328,2016,35.855342799999995,128.62440790000002,4,10
1299,동대구로73길7,삼일맨션,2,5,65,189,1979,35.86279469999999,128.6258627,41,40
1300,동대구로73길10-10,삼 일,1,5,27,82,1978,35.8636385,128.6261905,42,40
1301,동대구로74안길6,목 화,4,5,110,330,1978,35.8644155,128.6292726,42,40
1302,동원로100,메트로팔레스5단지,7,22,689,2239,2003,35.8685041,128.6401457,17,20
1303,동원로110,메트로팔레스3단지,9,22,878,2634,2003,35.8697984,128.638288,17,20
1304,동원로123,메트로팔레스2단지,8,22,869,2780,2003,35.869088299999994,128.6360577,17,20
1305,청호로438,범어라온프라이빗 2차,5,20,206,747,2018,35.85568920000001,128.6410037,2,10
1306,청호로466,효성백년가약궁,1,20,114,365,2006,35.856753600000005,128.6431912,14,20
1307,청호로46길16,신천지 타운,5,15,425,1196,1991,35.838409399999996,128.6417867,29,30
1308,청호로57길89,성창 파크빌,1,10,16,56,2002,35.842748799999995,128.6340629,18,20
1309,청호로57길95,성창 파크빌,1,10,18,35,2002,35.8427541,128.6337397,18,20
1310,청호로69길30,가든 2차하이츠,2,12,106,354,1986,35.8492255,128.6364924,34,40
1311,청호로84안길2,범어청구하이츠,4,20,240,812,2000,35.8539371,128.64131840000002,20,30
1312,청호로88길22,삼성 쉐르빌,3,17,213,642,2010,35.8548271,128.641754,10,20
1313,청호로92길15,범양맨션,1,5,40,171,1981,35.855976299999995,128.643269,39,40
1314,청호로94길10,아 진,1,5,38,113,1979,35.857056799999995,128.64431299999998,41,40
1315,청호로96길12,동 진,1,5,47,151,1984,35.85761100000001,128.6458365,36,40
1316,파동로19,파동화성파크뷰,4,20,228,869,2004,35.8062532,128.62201869999998,16,20
1317,파동로83,경남 리버파크,1,10,18,63,2002,35.81138370000001,128.6177919,18,20
1318,파동로84,대자연2차,5,5,289,1036,1988,35.8120283,128.61863780000002,32,40
1319,파동로98,한국,2,4,48,178,1980,35.812993799999994,128.6175565,40,40
1320,파동로105,파동태왕리더스,1,20,117,272,2005,35.8130177,128.6164224,15,20
1321,파동로117,경북,3,4,68,221,1981,35.81383029999999,128.6156054,39,40
1322,파동로120,대자연1차,8,5,408,1465,1987,35.8144125,128.6166733,33,40
1323,파동로209,실리안 아파트,3,15,155,620,2003,35.821170200000005,128.6112874,17,20
1324,파동로222,수성못코오롱하늘채,14,20,832,2090,2013,35.8152965,128.6158813,7,10
1325,파동로223,송원맨션,3,13,232,839,1989,35.8224619,128.6107461,31,40
1326,파동로233,청림리더스,1,10,18,63,2003,35.8233951,128.6106747,17,20
1327,파동로235,청림리더스두솔,1,10,18,66,2003,35.8235405,128.6106183,17,20
1328,천을로31길8,시지 2차서한타운,2,20,209,753,1996,35.843947799999995,128.7091761,24,30
1329,청솔로123,백장미 맨션,1,5,20,77,1979,35.8576551,128.6208799,41,40
1330,청솔로131,삼성맨션,1,5,90,247,1981,35.85820089999999,128.6209694,39,40
1331,청솔로2길41,골든 하이츠,1,10,18,65,2002,35.847248,128.6227217,18,20
1332,청솔로12길40,황금미진타운,1,18,120,430,1994,35.8501713,128.62300359999998,26,30
1333,청송로126,크 로 바,3,5,120,393,1982,35.871435399999996,128.60144499999998,38,40
1334,청송로132,공작맨션,1,10,120,356,1980,35.8581169,128.6217017,40,40
1335,청수로213,캐슬골드파크,62,22,4256,8991,2006,35.84052379999999,128.6312601,14,20
1336,청수로274,현대힐스테이트 황금동,8,36,782,2388,2018,35.840377399999994,128.6374777,2,10
1337,청수로551,만촌우방팔레스,4,15,174,485,2005,35.8520969,128.65843710000001,15,20
1338,청수로1길68,서울상가,1,5,50,157,1984,35.844588200000004,128.60937140000001,36,40
1339,청수로35길150,청원맨션,2,10,132,461,1989,35.8427564,128.6357013,31,40
1340,청수로40길29,화성고려 파 크 뷰,1,15,112,358,2003,35.8378376,128.6306311,17,20
1341,청수로45길41,황금 제3주공,6,15,978,2586,1992,35.8434162,128.6317557,28,30
1342,청호로229,신 천 지하 이 츠,3,17,164,560,1992,35.838029999999996,128.6399218,28,30
1343,청호로330,2차우방 타운,10,5,535,1882,1986,35.8461633,128.6404743,34,40
1344,청호로345,태왕 아너스,4,20,480,1735,2004,35.84792789999999,128.6371097,16,20
1345,청호로365,가든 3차하 이 츠,6,15,282,1130,1990,35.8495943,128.6378083,30,0
1346,청호로370,장원맨션,4,13,455,1793,1988,35.8508578,128.6393606,32,40
1347,청호로 411-3,범어화산살례,2,20,169,576,2014,35.8539715,128.63841029999998,6,10
1348,청호로422,청솔맨션,1,22,194,728,1994,35.8541736,128.6400704,26,30
1349,청호로433,범어목련,5,5,250,987,1987,35.855547200000004,128.6399031,33,40
1350,청호로 433,범어효성해링턴플레이스,2,20,179,579,2018,35.855547200000004,128.6399031,2,10
1351,갈밭남로12,대곡수목원제일풍경채,16,21,982,3437,2018,35.8003204,128.5310646,2,10
1352,감삼1길 100,우인 그레이스,3,10,48,144,2017,35.8454725,128.5381693,3,10
1353,감삼2길7-5,감삼용궁아파트 101동,1,10,18,63,2003,35.8499664,128.5404072,17,20
1354,감삼2길7-7,감삼용궁아파트 102동,1,10,18,63,2003,35.8499817,128.54060990000002,17,20
1355,감삼2길7-11,감삼용궁아파트 103동,1,6,10,35,2002,35.84989059999999,128.5408196,18,20
1356,감삼길19,감삼 그랜드뷰,1,10,18,63,2003,35.8501449,128.5389969,17,20
1357,감삼길107,감삼가든아파트,3,5,85,298,2002,35.850241100000005,128.5440414,18,20
1358,계대동문로99,보성화성,9,15,1240,4340,1994,35.85623289999999,128.5031315,26,30
1359,계대동문로123,우방타운,6,15,765,2678,1994,35.856221999999995,128.5059314,26,30
1360,구마로97,유림노르웨이아침,1,26,178,623,2008,35.837833700000004,128.5383878,12,20
1361,구마로138,청원,1,5,20,70,1980,35.837103799999994,128.5427529,40,40
1362,구마로171,성당우방,6,5,265,928,1985,35.8377472,128.54676429999998,35,40
1363,구마로12길19,새동산,3,5,72,252,1981,35.836577,128.5341997,39,40
1364,구마로12길89,월성주공5단지,10,15,1740,6090,1992,35.8328494,128.5351498,28,30
1365,구마로14길40,창현 아이빌,1,9,18,63,2002,35.8354144,128.535001,18,20
1366,구마로14길81,대동맨션,1,5,35,123,1980,35.833811299999994,128.536127,40,40
1367,구마로14남길7,창현 아이빌,1,9,16,56,2002,35.83540730000001,128.5347552,18,20
1368,구마로14남길15,트윈 빌라트,1,6,19,57,2014,35.8354285,128.534451,6,10
1369,구마로14남길22,로얄캐슬,1,9,21,63,2015,35.8295404,128.5244913,5,10
1370,구마로14남길40,한솔테크노빌라,1,9,18,63,1996,35.8356526,128.5330999,24,30
1371,구마로14남길55,월성주공 4단지,17,15,1840,6440,1992,35.8333049,128.5324455,28,30
1372,구마로17길31,세신 하이빌,1,8,19,67,2000,35.841957799999996,128.5510008,20,30
1373,파동로237,청림리더스,1,10,18,76,2004,35.8236978,128.6105298,16,20
1374,파동로12길40,파동청구하 이 츠,4,10,176,588,1997,35.8098028,128.6223429,23,30
1375,파동로22길3,남광타운,1,15,80,277,1996,35.8139054,128.6171452,24,30
1376,파동로22길15,수성아이파크,6,15,455,669,2016,35.813431,128.619176,4,10
1377,파동로38길43-1,산호,2,4,34,111,1983,35.8188713,128.6149239,37,40
1378,파동로46길32,수성맨션,3,5,80,300,1980,35.821619899999995,128.6134322,40,40
1379,화랑로2길113,만촌동아파트,1,7,20,34,2008,35.868037,128.6369617,12,20
1380,화랑로32길91,수성풀비체,2,8,106,136,2007,35.8720782,128.6456283,13,20
1381,화랑로34길141,만촌화성파크스위트,4,15,291,931,2005,35.8740594,128.6536133,15,20
1382,화랑로34길173,만촌 신동아패밀리에,2,13,92,266,2016,35.875091,128.6487309,4,10
1383,화랑로36길13,성 좌,2,5,70,244,1981,35.8764579,128.6467669,39,40
1384,효행로24,럭키골든맨션,5,5,220,833,1985,35.8759924,128.6496812,35,40
1385,당산동길85,성당 아뜨리움,1,6,12,36,2001,35.8453028,128.54938,19,20
1386,당산로82,성당동  두산위브,6,20,690,2415,2008,35.844406899999996,128.5458193,12,20
1387,당산로187,감삼우방,1,18,120,420,1997,35.8532765,128.5480666,23,30
1388,당산로21길43,감삼동로드림타운,1,15,15,53,2003,35.8470914,128.542542,17,20
1389,당산로21길46,감삼명가타운,1,8,15,53,2002,35.8473357,128.54255030000002,18,20
1390,당산로30길12,성당제림,1,15,106,371,1996,35.8491146,128.5477845,24,30
1391,당산로36길73,두류 아트빌,1,7,14,49,2002,35.85089310000001,128.5526469,18,20
1392,당산로41서길3,대운,2,5,77,270,1981,35.8538979,128.5438095,39,40
1393,당산로41서길13,감삼성창,2,5,47,165,1980,35.8543714,128.5437419,40,40
1394,당산로45길57,일신,1,5,40,140,1980,35.8557626,128.5444423,40,40
