,위      치,아파트명,동수,층수,세대수,인구수,건축 연도,lat,lng,연식,score
807, 대천로 132,부영5,8,19,746,2341,2003,35.9354649,128.56340659999998,17,20
808, 대천로7길 26,현대,3,15,256,1009,1993,35.93993029999999,128.5540463,27,30
809, 대천로7길40,칠곡 산호한양,3,15,768,1851,1993,35.9411571,128.5553871,27,30
810, 대천로9길15,삼진목화,1,14,198,791,1981,35.9388366,128.55471699999998,39,40
811, 대현남로 25,대현휴먼시아2단지,8,25,751,901,2010,35.881628899999995,128.6052294,10,20
812, 대현남로28,대현뜨란채,9,20,736,2143,2006,35.880157399999995,128.6062205,14,20
813, 대현남로6길20,대현LH 3단지,9,25,1106,　,2016,35.88089009999999,128.6092145,4,10
814, 대현남로10길 15,우정아트빌,1,5,16,17,2003,35.882160999999996,128.60890049999998,17,20
815, 대현로 64,대일 아파트,1,4,19,22,1979,35.8835838,128.60630749999999,41,40
816, 대현로 106,늘푸른 주상복합,1,11,60,62,2003,35.882008899999995,128.6106337,17,20
817, 대현로10길 82,e-편한 세상,8,20,527,685,2008,35.8813908,128.6036461,12,20
818, 대현로17길 7,79대현 시영,2,4,32,396,1979,35.8833867,128.60892420000002,41,40
819, 대현로21길 20,대산조합,1,6,60,223,1992,35.8840278,128.6113635,28,30
820, 동변로 24,유니버시아드 선수촌,14,15,1160,1675,2003,35.915437700000005,128.6024132,17,20
821, 동변로 50,유니버시아드  선수촌,10,15,775,743,2003,35.9173994,128.6048458,17,20
822, 동변로 55,대구동서변그린빌,6,15,1297,3570,2002,35.9179295,128.6024798,18,20
823, 동북로131,산격 양우내안애 아파트,3,20,355,1240,2009,35.9016345,128.6080747,11,20
824, 동북로163,산격대우,11,20,1703,6808,1999,35.900436299999996,128.61115959999998,21,30
825, 동북로345,복현 푸르지오,17,15,1199,3463,2013,35.89906679999999,128.60769150000002,7,10
826, 동북로37길14-19,산격동  럭키,2,5,105,389,1985,35.8995606,128.61462350000002,35,40
827, 동북로37길58-16,산격에덴 4차,3,5,130,498,1987,35.903032700000004,128.61227179999997,33,40
828, 동북로37길58-17,산격에덴 3차,8,5,240,925,1986,35.9031672,128.6111795,34,40
829, 동북로37길 13-10,산격동  보성,5,5,260,981,1981,35.900332399999996,128.6131506,39,40
830, 동북로49길10,복현시영,10,5,610,2465,1982,35.8953392,128.6196354,38,40
831, 동북로50길 10,복현동  동진,3,5,108,485,1980,35.895073,128.61672109999998,40,40
832, 동북로50길 11,협진,1,5,46,197,1979,35.8942573,128.61708259999997,41,40
833, 동북로50길14,"협진 (A,B,C,D)",4,5,135,455,1981,35.8947558,128.6163642,39,40
834, 동북로50길17,"협진 (가,나동)",2,5,61,246,1980,35.893861,128.6166619,40,40
835, 동북로61길 15,복현럭키,2,5,80,299,1983,35.893439799999996,128.6245763,37,40
836, 동북로65길 13,복현광명,11,5,530,2896,1980,35.8930789,128.6258617,40,40
837, 동암로7길 39,칠곡한서타운,5,15,593,2258,1995,35.949359799999996,128.5557992,25,30
838, 동천로 6,칠곡화성타운 ,4,17,481,1891,1995,35.932118100000004,128.5590265,25,30
839, 동천로97,영남네오빌아트,7,20,813,2457,2004,35.940925299999996,128.5592946,16,20
840, 동천로 155,칠곡 네스빌,4,19,512,1547,2004,35.9454523,128.5603186,16,20
841, 동천로 156,동화 골든빌,13,15,1140,2957,2002,35.945262299999996,128.5625883,18,20
842, 동천로24길 12,부영 그린타운,9,19,1194,3011,2003,35.9407179,128.56164840000002,17,20
843, 매전로 17,매천 화성파크드림,7,25,500,898,2010,35.909623700000004,128.5434051,10,20
844, 매전로73,태전휴먼시아1단지,14,25,1937,5500,2008,35.911676799999995,128.54540120000001,12,20
845, 매천로220,태전우방타운 ,5,15,499,1999,1992,35.9168485,128.54302009999998,28,30
846, 매천로2길19,두산청구타운2001,14,20,1108,4432,1999,35.898387400000004,128.54332490000002,21,30
847, 매천로2길 19-4,태운  넥스빌,3,5,19,45,2002,35.8975047,128.5447689,18,20
848, 매전로4길 9,매천휴먼시아2단지,12,24,928,3094,2008,35.9073591,128.5449018,12,20
849, 매천로8길 35,삼우그린타운,1,15,220,789,1996,35.90015379999999,128.54633470000002,24,30
850, 복현로 37,복현시영,4,5,160,635,1982,35.89578529999999,128.6239955,38,40
851, 복현로50,명문세가 2단지,8,14,452,1383,2011,35.8966921,128.6248467,9,10
852, 복현로 71,명문세가 1단지,7,14,336,1137,2011,35.8975605,128.6231996,9,10
853, 복현로104-11,복현동  소라,4,5,140,621,1982,35.90071629999999,128.6207075,38,40
854, 복현로105,태왕아너스 복현,7,15,462,1488,2006,35.8994193,128.6203551,14,20
855, 복현로 114-18,동서성화,7,5,305,1159,1989,35.9018691,128.6207099,31,40
856, 복현로115,복현현대맨션,2,15,315,1242,1992,35.8998485,128.61858490000003,28,30
857, 복현로130,복현3차 서한 이다음,6,15,392,　,2016,35.898429,128.6216579,4,10
858, 복현로 137,복현대백맨션,6,18,450,1751,1996,35.9014969,128.61701580000002,24,30
859, 복현로173,복현화성타운,5,19,370,1480,1999,35.9050563,128.61840719999998,21,30
860, 복현로20길35-22,미혼여성근로자,2,5,50,159,1991,35.902643299999994,128.62087759999997,29,30
861, 복현로20길 38,영도그린힐2단지,2,4,40,136,2001,35.9026455,128.6218437,19,20
862, 복현로20길40,영도그린힐1단지,3,4,64,238,2001,35.9031375,128.62204690000002,19,20
863, 복현로20길81,범 창,1,5,55,231,1985,35.9066535,128.621176,35,40
864, 복현로20길86-1,유창 하이빌,2,5,16,40,2003,35.906938700000005,128.6217908,17,20
865, 복현로20길87,갑 을,1,5,80,346,1981,35.90708660000001,128.6210896,39,40
866, 서변로26,동서변월드메르디앙,10,15,902,3608,2005,35.9178282,128.5978619,15,20
867, 서변로 50,화성리버파크2단지,6,15,515,1569,2003,35.9200934,128.5974645,17,20
868, 서변로72,화성리버파크1단지,6,14,433,1331,2003,35.9221091,128.5975683,17,20
869, 서변로88,동서 리치모아,7,13,430,541,2003,35.9236508,128.5976497,17,20
870, 서변로106,동서변 리벤빌,6,12,432,1728,2005,35.9250619,128.5977158,15,20
871, 서변로 120,영남네오빌블루,8,13,469,931,2003,35.9265474,128.5977003,17,20
872, 성북로 8,침산2지구101동,1,13,224,753,1992,35.889835299999994,128.5846743,28,30
873, 성북로 50,선학맨션,2,15,300,1302,1992,35.8910702,128.5892591,28,30
874, 성북로70,침산화성파크드림,8,40,1202,4157,2017,35.892082200000004,128.5911308,3,10
875, 성북로9길12,침산2차 쌍용예가,8,18,657,1765,2013,35.8925585,128.5878973,7,10
876, 신천동로 732,서경 리버빌,1,7,12,45,2001,35.8848804,128.60262029999998,19,20
877, 신천동로732-1,환인골든빌라트,1,9,16,18,2002,35.885048100000006,128.6026105,18,20
878, 신천동로 936,동 성,2,5,68,273,1989,35.899765,128.5938832,31,40
879, 연암공원로10길6-1,신광빌라,1,4,20,55,1992,35.894194799999994,128.5991518,28,30
880, 연암공원로10길11,명품빌라,1,5,8,29,2013,35.8945995,128.6003412,7,10
881, 연암공원로14길 40,현대,1,7,49,120,1980,35.8963473,128.6041672,40,40
882, 연암로 46,한진 아파트,1,4,20,32,1976,35.89102099999999,128.5984822,44,40
883, 연암로183,산격 주공임대,8,15,1862,7121,1991,35.9003319,128.5951469,29,30
884, 연암로25길11,금 오,3,5,160,661,1982,35.8957143,128.59354390000001,38,40
885, 연암로31길 19,산격동화타운,1,15,86,344,1997,35.89842220000001,128.5938521,23,30
886, 구리로 250,그린빌1,9,20,876,3504,1999,35.9491049,128.5786373,21,30
887, 구리로 254,칠곡현대,6,20,723,2686,2001,35.9477714,128.5783649,19,20
888, 구암로12,롯 데,4,15,390,1602,1993,35.93328169999999,128.5417117,27,30
889, 구암로 17,칠곡수정한양2차,16,15,1354,5087,1993,35.9354217,128.54325690000002,27,30
890, 구암로 170,칠곡2차한라타운,5,15,630,2520,1995,35.930724600000005,128.5588371,25,30
891, 구암로 180,칠곡동서영남,4,15,810,3200,1995,35.9304753,128.5603237,25,30
892, 구암로15길38,목련,10,5,530,2011,1987,35.936922700000004,128.5506927,33,40
893, 구암로16길 7,현대,4,14,441,1651,1993,35.931416,128.5496438,27,30
894, 구암로21길6,칠곡코스모스한양,7,15,792,3159,1993,35.932965100000004,128.5532441,27,30
895, 구암로21길 26,칠곡보성,4,13,350,1251,1982,35.9345594,128.55325190000002,38,40
896, 구암로21길 38,칠곡1차(공작) 한양,6,15,386,1499,1993,35.9356902,128.5537219,27,30
897, 구암로32길 14,칠곡3차서한타운,3,17,404,1564,1996,35.9306626,128.55687179999998,24,30
898, 구암로32길 15,칠곡건영,3,17,256,950,2001,35.929600799999996,128.5580468,19,20
899, 구암로32길 22,칠곡2차동서타운,3,17,335,1231,1996,35.929843700000006,128.5567841,24,30
900, 구암로49길 10,부영7,8,18,592,1855,2003,35.934181,128.5652328,17,20
901, 구암로49길24,부영6,7,20,536,1900,2002,35.9341198,128.5632818,18,20
902, 구암로65길 9,화성그랜드파크,8,15,716,2293,2003,35.93978329999999,128.5675736,17,20
903, 구암서로 7,부영3,7,20,644,2175,2002,35.937434,128.5642241,18,20
904, 구암서로 22,그린빌4,12,15,900,3150,2001,35.9375289,128.5662885,19,20
905, 구암서로 41,그린빌3차,15,18,1389,5471,2000,35.9403262,128.564637,20,30
906, 구암서로 70,그린빌2차,8,20,665,2099,2001,35.9423451,128.56712190000002,19,20
907, 내곡로15,대구금호LH천년나무8단지,7,20,1022,　,2016,35.8843994,128.6083784,4,10
908, 영송로63,칠곡관음타운,6,20,772,3155,1995,35.9313116,128.54288190000003,25,30
909, 영송로85,한신중앙,6,15,892,3566,1993,35.93267120000001,128.5435827,27,30
910, 오봉로 15,노원 드림뷰,1,14,52,161,2003,35.8892662,128.576168,17,20
911, 오봉로 36-14,삼일그린파크,1,9,31,111,2002,35.8904843,128.578154,18,20
912, 오봉로 39,노원동화타운,1,15,156,624,1998,35.891613799999995,128.5767954,22,30
913, 오봉로3길 47,노원보성타운,2,15,224,896,1999,35.88965820000001,128.57372959999998,21,30
914, 오봉로6길 15,삼영사랑마을,1,13,79,276,2003,35.8901079,128.5786264,17,20
915, 옥산로 70,보 성,4,5,140,560,1981,35.884488899999994,128.5829626,39,40
916, 옥산로103,침산1차 푸르지오 2단지,4,33,460,1796,2005,35.8846093,128.5871169,15,20
917, 옥산로17길50,침산제일,2,15,310,1231,1993,35.888645600000004,128.58669479999998,27,30
918, 원대로 125,삼일 펠리체,1,15,54,149,2003,35.888647600000006,128.5825966,17,20
919, 유통단지로3길7,산격거평,4,20,338,1352,1998,35.9054328,128.603556,22,30
920, 작원길25,대백 인터빌,5,19,502,1552,2002,35.899596700000004,128.5489297,18,20
921, 중앙대로 491,동제 아파트,2,4,49,140,1981,35.8770008,128.5943566,39,40
922, 중앙대로540,칠성동 코오롱하늘채,5,34,464,1392,2014,35.8841059,128.5971067,6,10
923, 중앙대로570,침산동삼정그린코아,2,25,305,1456,2005,35.883457299999996,128.5977419,15,20
924, 중앙대로 590,삼익주택,1,12,96,376,1978,35.8850605,128.597971,42,40
925, 중앙대로 591,침산동코오롱하늘채아파트 2단지,12,30,977,2493,2006,35.885907700000004,128.59616540000002,14,20
926, 중앙대로105길 17,우방 플러스빌,1,10,96,374,2000,35.880379,128.5943409,20,30
927, 중앙대로105길 22,칠성우방맨션,1,18,129,516,1998,35.880830700000004,128.59359890000002,22,30
928, 중앙대로118길 14,대웅플러스타운,1,12,45,225,2004,35.8844584,128.5977882,16,20
929, 중앙대로118길33,한우맨션,2,10,125,487,1984,35.884113799999994,128.599118,36,40
930, 중앙대로118길 46,침산삼익(삼주),2,11,199,679,1979,35.8830208,128.5986933,41,40
931, 칠곡중앙대로45,청구 장미마을,5,20,518,1987,1996,35.901127200000005,128.5461386,24,30
932, 칠곡중앙대로 312,강북 화성파크드림,4,15,392,1092,2007,35.923837799999994,128.54787050000002,13,20
933, 칠곡중앙대로105길 8,칠곡 에덴,2,5,80,301,1984,35.9431349,128.5496252,36,40
934, 칠곡중앙대로115길 24,칠곡 우방타운,2,20,346,1352,1998,35.9479046,128.5492414,22,30
935, 칠곡중앙대로118길 23,은 호,3,5,98,389,1987,35.947602,128.5542791,33,40
936, 칠곡중앙대로125길 7,SD아이프라임강북,6,15,573,1829,2010,35.9506219,128.5518364,10,20
937, 칠곡중앙대로126길 7-12,칠곡3차 보성타운,4,20,456,1824,1997,35.9512537,128.5551585,23,30
938, 칠성남로 54,유성 패밀리,1,11,19,41,2003,35.879180700000006,128.5863669,17,20
939, 칠성남로101,칠성  휴먼시아,12,25,1250,　,2011,35.8783265,128.59171429999998,9,10
940, 칠성남로167,칠성동 금류아파트,1,11,42,121,1995,35.8773027,128.5987311,25,30
941, 칠성남로26길6,칠성세정드림빌,1,13,50,144,2002,35.8774662,128.593751,18,20
942, 칠성남로26길13,경 북,4,5,120,520,1974,35.8770805,128.59319440000002,46,40
943, 칠성남로26길16,월성로얄하이츠,1,13,48,150,2002,35.8776217,128.5929293,18,20
944, 칠성남로28길 3,시티그린하이츠,1,10,16,72,2015,35.879613799999994,128.5833101,5,10
945, 칠성남로30길46,삼 남,1,5,31,140,1980,35.8758775,128.59968500000002,40,40
946, 칠성남로30길 48,"삼 성 (A, B동)",2,5,43,142,1982,35.8758046,128.6000089,38,40
947, 칠성남로36길11-12,삼 원,1,5,25,120,1980,35.8754948,128.5999568,40,40
948, 칠성남로36길11-16,양 지,1,5,20,97,1978,35.8753884,128.6003292,42,40
949, 칠성로 73,광명맨션,1,12,68,551,1982,35.879416,128.5973361,38,40
950, 칠성시장로 87-21,금 성,4,5,135,571,1981,35.8817577,128.6000405,39,40
951, 칠성시장로7길17-18,칠성상가아파트,2,5,62,122,1971,35.8755348,128.6025983,49,40
952, 침산남로80,침산태왕리더스,2,26,200,800,2005,35.889321100000004,128.5840337,15,20
953, 침산남로90,침산  메트로,2,13,96,220,2003,35.8889581,128.58546869999998,17,20
954, 침산남로 116,침산 동서타운,2,16,320,1321,1997,35.888406200000006,128.5877275,23,30
955, 침산남로 130,침산3차 푸르지오,2,16,241,728,2004,35.888179799999996,128.5896121,16,20
956, 침산남로160,롯데캐슬오페라,7,23,439,1756,2005,35.887223,128.5930175,15,20
957, 칠성남로 176,대구역서원프레시빌,1,24,168,578,2017,35.8783265,128.59171429999998,3,10
958, 침산남로215,강변일성트루엘,3,37,323,969,2014,35.8879351,128.5882472,6,10
959, 침산남로7길50-21,침산동화타운,3,15,298,1193,1997,35.8936639,128.5795108,23,30
960, 침산남로9길127,서경 푸른마을,1,9,15,21,2003,35.898117299999996,128.5847009,17,20
961, 침산남로9길167,침산 남영타운,1,15,102,408,1997,35.899545200000006,128.5867043,23,30
962, 침산남로19길 8,침산2차 청구타운,2,20,311,1256,1996,35.88964790000001,128.58761370000002,24,30
963, 침산남로19길9,침산 청구타운,4,24,542,2121,1995,35.8900928,128.5862048,25,30
964, 칠성남로26길11,대구역유림노르웨이숲,3,33,296,936,2017,35.877502899999996,128.5923972,3,10
965, 침산남로31길11,옥석타운,2,15,375,1115,1996,35.8889443,128.5926803,24,30
966, 침산남로32길16-1,그랜드캐슬(102동),1,9,18,29,2003,35.8865773,128.5919893,17,20
967, 침산남로37길5,침산 화성타운,5,20,281,1124,1998,35.8879331,128.59541299999998,22,30
968, 침산남로37길 24,침산2차화성아파트,4,17,488,1952,1999,35.8891691,128.5953436,21,30
969, 침산남로37길31,침산 센텀파크,2,6,16,　,2016,35.889698100000004,128.5932556,4,10
970, 침산남로44길8,새한 아파트,3,4,43,120,1976,35.886289399999995,128.5991477,44,40
971, 침산로100,오페라삼정그린코아더베스트,6,39,578,2053,2017,35.8902141,128.5904713,3,10
972, 침산로116-1,그랜드캐슬(103동),1,8,16,41,2004,35.886586799999996,128.5917091,16,20
973, 침산로153,명성 푸르지오,5,42,709,2139,2006,35.8893813,128.59015159999998,14,20
974, 침산로158,건영 하이츠,2,20,259,883,2002,35.8904512,128.5912361,18,20
975, 침산로163,현대,5,20,401,1591,1996,35.8905838,128.5888324,24,30
976, 침산로21길23,침산1차 푸르지오 1단지,5,40,700,2800,2005,35.88567329999999,128.5877583,15,20
977, 침산로21길24,대한동아침산1차 무지개,5,18,509,2036,1999,35.8871214,128.5879993,21,30
978, 침산로21길 10,대한동아침산2차 무지개,7,20,802,3208,1999,35.8867794,128.5895652,21,30
979, 침산로21길36,침산쌍용,5,17,419,1676,1998,35.8874037,128.586484,22,30
980, 침산로22길 5,침산한라스카이빌,2,25,326,837,2002,35.88611880000001,128.59156720000001,18,20
981, 침산로22길 31,침산동코오롱하늘채아파트 1단지,5,22,372,982,2006,35.8858081,128.5938975,14,20
982, 침산로32길 2,메트로캐슬아파트,1,11,72,225,2004,35.8898412,128.5913767,16,20
983, 침산로52길9,침산 코스모빌,2,5,16,25,2004,35.8988481,128.5900966,16,20
984, 침산로52길 13,침산세정드림타운 (102동),1,15,133,257,2003,35.8988971,128.5907528,17,20
985, 침산로54길16,은성강변타운 ,1,13,44,38,2003,35.8993761,128.59086159999998,17,20
986, 태암남로60,협성휴포레강북 아파트,8,24,756,2546,2017,35.923135200000004,128.55248390000003,3,10
987, 태전로1,태전역더뉴클래스,2,14,118,　,2016,35.92045299999999,128.5459856,4,10
988, 태전로51,제림 은마,2,5,150,559,1989,35.9246109,128.54335690000002,31,40
989, 태전로1길10,동광하이츠빌라,2,5,16,40,2003,35.9207296,128.5448107,17,20
990, 태전로1길21,태전평안맨션,1,18,98,387,1995,35.919934600000005,128.5440208,25,30
991, 태전로3길 24,강북 화성파크드림 와이드,4,16,366,1256,2008,35.9219217,128.54268359999998,12,20
992, 태전로7길10-17,1차 두성타운아파트,2,15,285,1122,1992,35.9234989,128.5429204,28,30
993, 태전로7길 13,태전한라,4,15,284,1136,1997,35.9223866,128.5435389,23,30
994, 태전로13길 22,태전3차 두성,1,15,137,411,1994,35.923948100000004,128.5416492,26,30
995, 태전로15길7-17,대 원,1,5,40,152,1978,35.926014,128.54200790000002,42,40
996, 팔거천동로 52,칠곡 미래타운 ,9,15,720,2798,1995,35.9289195,128.5547242,25,30
997, 팔거천동로 70,칠곡 금빛타운,5,15,480,1921,1995,35.9304247,128.5551004,25,30
998, 팔거천동로104,칠곡2차보성서한타운,6,15,1244,4157,1995,35.933164399999995,128.55710109999998,25,30
999, 팔거천동로24길 40,칠곡2차 영남타운,6,17,974,3512,1996,35.9325291,128.56076480000002,24,30
1000, 팔거천서로 181,럭키칠곡 ,4,15,320,1251,1993,35.940199299999996,128.5559102,27,30
1001, 팔달로35길 69,노원휴먼프라자,1,13,79,108,2002,35.891931400000004,128.5701317,18,20
1002, 팔달로37길14-6,동아,1,5,24,112,1979,35.8889092,128.57146799999998,41,40
1003, 팔달로37길 18,팔달 아파트,2,4,36,48,1979,35.8893114,128.57143100000002,41,40
1004, 팔달로37길 32,동남상가,2,5,89,441,1981,35.889942299999994,128.57181880000002,39,40
1005, 팔달로41길 49,삼 진,1,5,47,255,1979,35.890314399999994,128.57336329999998,41,40
1006, 팔달로41길 52,노원동 대신빌라,1,10,18,75,1996,35.8903821,128.57389550000002,24,30
1007, 팔달로45길 30,노원 아이다스,1,11,18,57,2003,35.8890709,128.57573349999998,17,20
1008, 팔달로45길 36,노원 센트리움,1,11,36,47,2003,35.889360700000005,128.57581869999999,17,20
1009, 학남로 10,칠곡1차 한라하우젠트,6,20,566,2022,2007,35.9476066,128.5658616,13,20
1010, 학남로60,칠곡7주공,3,15,295,842,2007,35.9473649,128.5693248,13,20
1011, 학정동로 7,부영1,7,20,900,2992,2002,35.944847100000004,128.56559579999998,18,20
1012, 학정동로 10,"칠곡그린빌5,6단지",10,15,900,1754,2002,35.944797200000004,128.5681614,18,20
1013, 학정동로40,칠곡2차 한라하우젠트,4,15,200,653,2007,35.94714829999999,128.56805079999998,13,20
1014, 학정로17-26,매천역더뉴클래스,4,14,144,　,2017,35.91457279999999,128.5444051,3,10
1015, 학정로126,태전3차 우방타운,4,20,375,1500,1998,35.9182536,128.5515317,22,30
1016, 학정로 271,칠곡 청구타운,4,17,466,1594,1995,35.9290992,128.559495,25,30
1017, 학정로7길3,태전 중석타운,4,14,448,1721,1994,35.9141,128.5457081,26,30
1018, 학정로13길 16,두성2차파크아파트,1,20,180,790,1993,35.915296000000005,128.5498613,27,30
1019, 학정로13길24,삼일 맨션,1,5,15,45,2000,35.9159234,128.54963850000001,20,30
1020, 학정로110길 29,학정 청아람,8,25,943,2455,2007,35.9535332,128.5672706,13,20
1021, 한강로17,서한 이다음,12,25,977,　,2016,35.871435399999996,128.60144499999998,4,10
1022, 한강로55,금호LH천년나무1단지,9,24,1088,3996,2014,35.8837143,128.60741380000002,6,10
1023, 호국로57길20,서변 그린타운 ,7,15,531,1535,2003,35.9284222,128.59677250000001,17,20
1024, 호암로 20,성광 우방타운,10,20,1010,4500,1996,35.881986600000005,128.5922375,24,30
1025, 호암로 40,삼성 아파트,7,20,624,2415,1995,35.8816405,128.5944278,25,30
1026,고모로33길100,오 성,8,5,294,882,1988,35.8485429,128.6732622,32,40
1027,고산로30,시지 두성타운,3,15,385,1480,1994,35.8335237,128.7046471,26,30
1028,고산로50,시지 태성맨션,3,15,490,1910,1994,35.835149200000004,128.7051939,26,30
1029,고산로70,시지 청솔타운,6,15,750,2750,1995,35.836667299999995,128.70513870000002,25,30
1030,고산로90,대백신화창신맨션,6,15,870,3011,1994,35.8382794,128.705205,26,30
1031,고산로123,시지 하나타운,8,15,1200,4040,1995,35.84274,128.7045814,25,30
1032,고산로162,한일 유앤아이,8,24,490,1191,2006,35.8457335,128.70762009999999,14,20
1033,고산로12길34,시지 에덴타운,3,15,210,860,1994,35.8336099,128.70592630000002,26,30
1034,공경로70,만촌보성,6,15,661,2319,2002,35.8740034,128.6432774,18,20
1035,교학로3,금탑맨션,1,12,152,516,1986,35.8543141,128.6533206,34,40
1036,교학로13,만촌3차화성파크드림,5,22,410,1343,2016,35.853464,128.6530125,4,10
1037,교학로111,산장맨션,3,10,216,861,1990,35.8473883,128.650184,30,0
1038,교학로7길77,만촌한화꿈에그린,2,20,178,530,2006,35.85054470000001,128.65648249999998,14,20
1039,교학로11길43,한 도,2,5,120,458,1985,35.850600799999995,128.6551146,35,40
1040,교학로11길46,만촌 우방타운,14,18,1224,4329,1997,35.8493739,128.65482,23,30
1041,교학로11길91,만촌2차 우방타운,6,15,390,1394,1996,35.850346,128.6575547,24,30
1042,국채보상로846,청구 성조타운,3,20,445,1538,1996,35.8667771,128.6231933,24,30
1043,노원공원로22,노변동서우방타운,6,17,472,1610,1996,35.871435399999996,128.60144499999998,24,30
1044,노원공원로34,노변 목련타운,5,15,745,2404,1996,35.871435399999996,128.60144499999998,24,30
1045,노변공원로61,노변 월드시티,1,11,40,116,1999,35.8366187,128.698176,21,30
1046,노변공원로67,다한 아파트,1,8,10,35,2002,35.836021,128.6980479,18,20
1047,노변공원로95,태광 월드빌,1,10,17,56,2003,35.8339111,128.6984976,17,20
1048,노변로11,노변대백,4,20,432,1450,1999,35.8328307,128.699222,21,30
1049,노변로55,수성월드메르디앙,9,19,753,804,2007,35.8363826,128.6994092,13,20
1050,노변로89,삼승 월드타운,1,11,19,59,2003,35.83952130000001,128.6999769,17,20
1051,달구벌대로2260,태왕아너스클럽,1,26,98,248,2005,35.860487299999996,128.6095629,15,20
1052,달구벌대로2275-12,조광빌라,1,6,39,150,1981,35.861073700000006,128.61159469999998,39,40
1053,달구벌대로2301,골든B동맨션,1,5,40,118,1979,35.8602055,128.6148134,41,40
1054,달구벌대로2315,수성 롯데캐슬,1,23,124,255,2008,35.8600885,128.6158311,12,20
1055,달구벌대로2317,우방 사랑마을,3,20,342,841,1996,35.860782799999996,128.61613540000002,24,30
1056,달구벌대로2357,광명맨션,3,5,110,371,1980,35.8599661,128.62088899999998,40,40
1057,달구벌대로2367,한도맨션,1,8,28,102,1976,35.8597581,128.6218916,44,40
1058,달구벌대로2430,효 성,2,5,43,114,1979,35.8584859,128.6285514,41,40
1059,달구벌대로2435,두산위브더제니스,9,54,1494,4862,2009,35.8600633,128.6290511,11,20
1060,달구벌대로2494,장 미,1,5,30,110,1979,35.8585303,128.6355293,41,40
1061,달구벌대로2570,수성아크로타워,1,31,224,516,2008,35.858398799999996,128.64415549999998,12,20
1062,달구벌대로2583,월드 메르디앙,1,29,124,414,2007,35.8592618,128.645407,13,20
1063,달구벌대로2680,백진 드라마빌,1,10,34,114,2003,35.85439119999999,128.6540674,17,20
1064,달구벌대로2690,만촌화성파크드림,1,18,65,197,2006,35.8539925,128.6549454,14,20
1065,달구벌대로2690,만촌화성파크드림2,1,23,103,299,2006,35.8539925,128.6549454,14,20
1066,달구벌대로3054,아이프라임신매,6,15,309,88,2008,35.8425287,128.6911465,12,20
1067,달구벌대로3081,제림 은세계,1,20,299,1067,1993,35.8437285,128.6944137,27,30
1068,달구벌대로3110,아이프라임시지,2,19,301,96,2008,35.841855200000005,128.6968138,12,20
1069,달구벌대로3280-1,시지효성백년가약 2단지,4,18,293,502,2008,35.835491600000005,128.7145046,12,20
1070,달구벌대로3233,신매효성백년가약청,3,15,138,475,2006,35.8391723,128.7107508,14,20
1071,달구벌대로3280,시지효성백년가약 1단지,5,18,299,518,2008,35.836527399999994,128.7147906,12,20
1072,달구벌대로3304,사월화성파크림 1단지,6,18,222,640,2006,35.8359005,128.7166844,14,20
1073,달구벌대로3304-1,사월화성파크림 2단지,3,18,325,856,2006,35.835106,128.7162965,14,20
1074,달구벌대로3304-2,사월화성파크림 3단지,3,18,195,531,2006,35.8347049,128.7144953,14,20
1075,달구벌대로3308,유성푸르나임르노블,1,18,119,439,2009,35.834326000000004,128.7175745,11,20
1076,달구벌대로3310,한라 하우젠트,4,18,255,404,2006,35.8357343,128.7177931,14,20
1077,달구벌대로69길20-20,시지3차서한이다음,6,15,383,1071,2018,35.8522032,128.6524596,2,10
1078,달구벌대로454길9,수성하이츠리버뷰,4,19,288,1098,2004,35.8593845,128.6100261,16,20
1079,달구벌대로456길19,수성 1차삼우타운,3,20,292,852,1997,35.8587273,128.611818,23,30
1080,달구벌대로456길43,수성영남,1,20,246,827,2000,35.8575638,128.611622,20,30
1081,달구벌대로458길17,수성 그린타운,2,21,201,542,2005,35.858849400000004,128.6131576,15,20
1082,달구벌대로471길10,한 전,2,5,50,151,1981,35.8610302,128.621648,39,40
1083,달구벌대로488길42,보 성,2,5,90,288,1982,35.855090999999994,128.62900630000001,38,40
1084,달구벌대로492길12,우방 3차,3,5,145,511,1984,35.8576823,128.63124,36,40
1085,달구벌대로492길20,범어우방그린빌,1,9,45,144,2003,35.8568625,128.6325278,17,20
1086,달구벌대로496길36,우방 파크빌,1,18,59,118,2001,35.8552574,128.6337052,19,20
1087,달구벌대로496길72,두레맨션,2,17,156,608,1993,35.8523335,128.6347271,27,30
1088,달구벌대로496길88,을지맨션,3,12,213,840,1987,35.8508699,128.63503870000002,33,40
1089,달구벌대로504길39,경 북,2,5,70,278,1980,35.8553416,128.6387456,40,40
1090,달구벌대로522길17,만촌역 태왕아너스,1,15,69,98,2016,35.856960799999996,128.6479205,4,10
1091,달구벌대로522길33,수성2차e-편한세상,8,24,447,1505,2007,35.855841600000005,128.64769990000002,13,20
1092,달구벌대로530길88,청구매일,2,5,40,176,1990,35.8524356,128.6510267,30,0
1093,달구벌대로530길88,초 원,2,5,40,143,1983,35.8524356,128.6510267,37,40
1094,달구벌대로622길11,경북5.6,2,5,60,241,1984,35.8413266,128.6976649,36,40
1095,달구벌대로625길21,시지대백맨션,4,19,265,936,1992,35.8442169,128.7003204,28,30
1096,달구벌대로637길10,유성시지랑스빌,2,15,75,247,1999,35.841640500000004,128.70702250000002,21,30
