순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,사용년월,도로명대지위치,새주소일련번호,새주소도로코드,새주소지상지하코드,새주소본번,새주소부번,사용량(KWh)
1378,대구광역시 남구 대명동 578-1번지,27200,10300,0,0578,0001,202008,대구광역시 남구 안지랑로5길 26,1,272004232223,0,26,0,432
1379,대구광역시 남구 대명동 578-25번지,27200,10300,0,0578,0025,202008,대구광역시 남구 안지랑로5길 28,1,272004232223,0,28,0,93
1380,대구광역시 남구 대명동 579-21번지,27200,10300,0,0579,0021,202008,대구광역시 남구 앞산순환로79길 26,1,272004232233,0,26,0,221
1381,대구광역시 남구 대명동 58-2번지,27200,10300,0,0058,0002,202008,대구광역시 남구 대명로 311,1,272003144003,0,311,0,3280
1382,대구광역시 남구 대명동 58-4번지,27200,10300,0,0058,0004,202008,대구광역시 남구 명덕시장길 106-1,1,272004232147,0,106,1,18829
1383,대구광역시 남구 대명동 58-7번지,27200,10300,0,0058,0007,202008,대구광역시 남구 대명로 309,1,272003144003,0,309,0,245
1384,대구광역시 남구 대명동 580-16번지,27200,10300,0,0580,0016,202008,대구광역시 남구 안지랑로7길 69-2,1,272004232225,0,69,2,234
1385,대구광역시 남구 대명동 581-26번지,27200,10300,0,0581,0026,202008,대구광역시 남구 안지랑로5길 38-2,1,272004232223,0,38,2,175
1386,대구광역시 남구 대명동 587-14번지,27200,10300,0,0587,0014,202008,대구광역시 남구 안지랑로5길 90,1,272004232223,0,90,0,128
1387,대구광역시 남구 대명동 587-15번지,27200,10300,0,0587,0015,202008,대구광역시 남구 안지랑로5길 88,1,272004232223,0,88,0,3293
1388,대구광역시 남구 대명동 587-17번지,27200,10300,0,0587,0017,202008,대구광역시 남구 안지랑로5길 82,1,272004232223,0,82,0,2206
1389,대구광역시 남구 대명동 590-14번지,27200,10300,0,0590,0014,202008,대구광역시 남구 안지랑로7길 91-2,1,272004232225,0,91,2,82
1390,대구광역시 남구 대명동 591-1번지,27200,10300,0,0591,0001,202008,대구광역시 남구 대명로14길 117,1,272004232055,0,117,0,245
1391,대구광역시 남구 대명동 593-13번지,27200,10300,0,0593,0013,202008,대구광역시 남구 대명로14길 115,1,272004232055,0,115,0,525
1392,대구광역시 남구 대명동 595-2번지,27200,10300,0,0595,0002,202008,대구광역시 남구 번덕길 12-18,1,272004232150,0,12,18,724
1393,대구광역시 남구 대명동 596-3번지,27200,10300,0,0596,0003,202008,대구광역시 남구 대명남로 66-1,1,272003144002,0,66,1,163
1394,대구광역시 남구 대명동 598-2번지,27200,10300,0,0598,0002,202008,대구광역시 남구 대명남로 78-1,1,272003144002,0,78,1,82
1395,대구광역시 남구 대명동 606-1번지,27200,10300,0,0606,0001,202008,대구광역시 남구 대명남로 84,1,272003144002,0,84,0,350
1396,대구광역시 남구 대명동 607-5번지,27200,10300,0,0607,0005,202008,대구광역시 남구 대명남로 104,1,272003144002,0,104,0,444
1397,대구광역시 남구 대명동 609-4번지,27200,10300,0,0609,0004,202008,대구광역시 남구 대명남로 104-1,1,272003144002,0,104,1,315
1398,대구광역시 남구 대명동 612-5번지,27200,10300,0,0612,0005,202008,대구광역시 남구 안지랑로7길 14-3,1,272004232225,0,14,3,175
1399,대구광역시 남구 대명동 613-12번지,27200,10300,0,0613,0012,202008,대구광역시 남구 대명남로 112,1,272003144002,0,112,0,701
1400,대구광역시 남구 대명동 615-5번지,27200,10300,0,0615,0005,202008,대구광역시 남구 안지랑로 30,1,272003144008,0,30,0,105
1401,대구광역시 남구 대명동 616-2번지,27200,10300,0,0616,0002,202008,대구광역시 남구 안지랑로10길 24,1,272004232210,0,24,0,2312
1402,대구광역시 남구 대명동 618-13번지,27200,10300,0,0618,0013,202008,대구광역시 남구 현충로25길 43,1,272004232342,0,43,0,409
1403,대구광역시 남구 대명동 619-11번지,27200,10300,0,0619,0011,202008,대구광역시 남구 현충로25길 63,1,272004232342,0,63,0,23
1404,대구광역시 남구 대명동 619-20번지,27200,10300,0,0619,0020,202008,대구광역시 남구 현충로25길 47,1,272004232342,0,47,0,386
1405,대구광역시 남구 대명동 619-3번지,27200,10300,0,0619,0003,202008,대구광역시 남구 현충로25길 65,1,272004232342,0,65,0,677
1406,대구광역시 남구 대명동 622-2번지,27200,10300,0,0622,0002,202008,대구광역시 남구 안지랑로10길 27,1,272004232210,0,27,0,3397
1407,대구광역시 남구 대명동 623-13번지,27200,10300,0,0623,0013,202008,대구광역시 남구 앞산순환로87길 89-2,1,272004232235,0,89,2,5955
1408,대구광역시 남구 대명동 623-9번지,27200,10300,0,0623,0009,202008,대구광역시 남구 대명남로 136,1,272003144002,0,136,0,82
1409,대구광역시 남구 대명동 627-4번지,27200,10300,0,0627,0004,202008,,1,,,,,3619
1410,대구광역시 남구 대명동 627-6번지,27200,10300,0,0627,0006,202008,대구광역시 남구 앞산순환로87길 86,1,272004232235,0,86,0,175
1411,대구광역시 남구 대명동 629-1번지,27200,10300,0,0629,0001,202008,대구광역시 남구 현충로25길 71,1,272004232342,0,71,0,57378
1412,대구광역시 남구 대명동 629-34번지,27200,10300,0,0629,0034,202008,대구광역시 남구 두류공원로16길 90-16,1,272004232112,0,90,16,82
