순번,대지위치,시군구코드,법정동코드,대지구분코드,번,지,사용년월,도로명대지위치,새주소일련번호,새주소도로코드,새주소지상지하코드,새주소본번,새주소부번,사용량(KWh)
573,대구광역시 서구 비산동 1834-13번지,27170,10200,0,1834,0013,202008,대구광역시 서구 서대구로61길 9-16,1,271704229239,0,9,16,537
574,대구광역시 서구 비산동 1834-14번지,27170,10200,0,1834,0014,202008,대구광역시 서구 서대구로61길 9-13,1,271704229239,0,9,13,408
575,대구광역시 서구 비산동 1834-16번지,27170,10200,0,1834,0016,202008,대구광역시 서구 서대구로61길 9-12,1,271704229239,0,9,12,548
576,대구광역시 서구 비산동 1835-14번지,27170,10200,0,1835,0014,202008,대구광역시 서구 서대구로61길 7-13,1,271704229239,0,7,13,537
577,대구광역시 서구 비산동 1835-19번지,27170,10200,0,1835,0019,202008,대구광역시 서구 서대구로61길 7-12,1,271704229239,0,7,12,152
578,대구광역시 서구 비산동 1835-7번지,27170,10200,0,1835,0007,202008,대구광역시 서구 서대구로61길 7-17,1,271704229239,0,7,17,350
579,대구광역시 서구 비산동 1835번지,27170,10200,0,1835,0000,202008,대구광역시 서구 서대구로61길 7-20,1,271704229239,0,7,20,1202
580,대구광역시 서구 비산동 185-126번지,27170,10200,0,0185,0126,202008,대구광역시 서구 국채보상로 410,1,271703007001,0,410,0,82
581,대구광역시 서구 비산동 1890-17번지,27170,10200,0,1890,0017,202008,대구광역시 서구 염색공단로7길 7-1,1,271704229254,0,7,1,82
582,대구광역시 서구 비산동 1890-21번지,27170,10200,0,1890,0021,202008,대구광역시 서구 염색공단로7길 9-13,1,271704229254,0,9,13,315
583,대구광역시 서구 비산동 1890-23번지,27170,10200,0,1890,0023,202008,대구광역시 서구 염색공단로9길 10,1,271704229255,0,10,0,222
584,대구광역시 서구 비산동 1890-36번지,27170,10200,0,1890,0036,202008,대구광역시 서구 염색공단로5길 18,1,271704229253,0,18,0,81
585,대구광역시 서구 비산동 1890-42번지,27170,10200,0,1890,0042,202008,대구광역시 서구 염색공단로5길 24-1,1,271704229253,0,24,1,280
586,대구광역시 서구 비산동 1890-44번지,27170,10200,0,1890,0044,202008,대구광역시 서구 염색공단로11길 15-51,1,271704229250,0,15,51,573
